Example_Index,Loss
525,7.051171779632568
526,7.04767370223999
527,6.947043418884277
528,7.032453536987305
529,7.013518810272217
530,7.004655361175537
531,6.9286885261535645
532,6.858093738555908
533,6.8449296951293945
534,6.839321136474609
535,6.819335460662842
536,6.7325758934021
537,6.802215099334717
538,6.828510761260986
539,6.744994163513184
540,6.889842987060547
541,6.783419609069824
542,6.816344738006592
543,6.788224220275879
544,6.843324184417725
545,6.840484619140625
546,6.840095043182373
547,6.842718601226807
548,6.87839937210083
549,6.801093578338623
550,6.8780388832092285
551,6.745757102966309
552,6.816533088684082
553,6.810319900512695
554,6.816520690917969
555,6.671807289123535
556,6.59268856048584
557,6.543953895568848
558,6.3983845710754395
559,6.460237979888916
560,6.38433837890625
561,6.4103169441223145
562,6.473249912261963
563,6.377110958099365
564,6.419562339782715
565,6.402709484100342
566,6.430946350097656
567,6.468048572540283
568,6.424360275268555
569,6.534830570220947
570,6.452664852142334
571,6.4494709968566895
572,6.348062992095947
573,6.401426315307617
574,6.442790985107422
575,6.491177082061768
576,6.457637786865234
577,6.3465094566345215
578,6.262698173522949
579,6.407815456390381
580,6.379089832305908
581,6.285688400268555
582,6.237404823303223
583,6.305896759033203
584,6.337685585021973
585,6.363592624664307
586,6.218951225280762
587,6.1521897315979
588,6.122910976409912
589,6.113111972808838
590,6.087657928466797
591,6.022245407104492
592,5.996421813964844
593,6.033921718597412
594,6.195926189422607
595,6.150864124298096
596,6.137937545776367
597,6.079000949859619
598,5.959692478179932
599,5.955997467041016
600,6.074162006378174
601,6.110766410827637
602,6.149500370025635
603,6.044730186462402
604,6.080399513244629
605,6.086340427398682
606,6.157318592071533
607,6.127553939819336
608,5.961527347564697
609,5.926979064941406
610,6.046141624450684
611,6.06028938293457
612,5.927567481994629
613,5.958221912384033
614,5.893496513366699
615,5.847720146179199
616,5.744176387786865
617,5.602892875671387
618,5.654042720794678
619,5.668456554412842
620,5.698449611663818
621,5.827686786651611
622,5.793643474578857
623,5.785770416259766
624,5.748871326446533
625,5.6250176429748535
626,5.6575751304626465
627,5.759395599365234
628,5.806549072265625
629,5.776086807250977
630,5.772947788238525
631,5.719988822937012
632,5.616994857788086
633,5.502120018005371
634,5.638674736022949
635,5.748178005218506
636,5.697977542877197
637,5.631489276885986
638,5.588781833648682
639,5.4631242752075195
640,5.553563594818115
